City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Senamiestyje,Šv. Ignoto ,122,1900,186.84,FALSE,4,2,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isnuomojamas-4-kambariu-122-m-butas-sv-4-804579/
Senamiestyje,Šv. Ignoto ,122,1900,186.84,FALSE,4,2,4,1700,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isskirtiniai-apartamentai-vilniaus-4-789131/
Naujamiestyje,Žemaitės ,29,450,186.24,FALSE,1,7,9,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-zemaites-g-isnuomojamas-1-k-29-kvm-butas-4-841061/
Senamiestyje,Savičiaus ,29,449,185.76,FALSE,1,2,2,2015,2015,TRUE,Mūrinis,"Centrinis kolektorinis, geoterminis",Įrengtas,"Atskiras įėjimas, aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Balkonas, terasa, drabužinė","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-apartment-with-all-dishes-wi-fi-washing-4-447645/
Žirmūnuose,Jurgio Lebedžio ,24.8,380,183.84,TRUE,1,2,5,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-jurgio-lebedzio-g-nuo-rugpjucio-20-d-isnuomojamas-ka-tik-4-837061/
Senamiestyje,Subačiaus ,36,550,183.36,FALSE,2,1,3,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-puikus-2-kambariu-36-kvm-4-826883/
Senamiestyje,Bokšto ,36,550,183.36,FALSE,2,1,3,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-isnuomojamas-puikus-2-kambariu-36-kvm-4-817385/
Užupyje,Malūnų ,61,930,183,FALSE,3,2,3,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos,,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-malunu-g-isnuomojami-2018-metu-isskirtiniai-visiskai-4-837301/
Naujamiestyje,K. Kalinausko ,52.54,800,182.76,FALSE,2,3,6,2018,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-k-kalinausko-g-2-kambariu-butas-nuomai-nuomojamas-4-839389/
Senamiestyje,A. Jakšto ,23,350,182.64,FALSE,1,1,3,1963,0,FALSE,Mūrinis,Elektra,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-jaksto-g-nuomojamas-1-kamb-butas-vilniuje-4-837505/
Šnipiškėse,Jurgio Lebedžio ,25,380,182.4,FALSE,1,2,5,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-jurgio-lebedzio-g-nuomojamas-1-kamb-butas-vilniuje-snipiskes-4-838833/
Senamiestyje,Šiaulių ,79,1200,182.28,FALSE,2,3,4,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-nuo-birzelio-isnuomojamas-jaukus-2-kambariu-4-807553/
Senamiestyje,Žemaitijos ,21,319,182.28,FALSE,1,1,3,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Uždaras kiemas, internetas, virtuvė sujungta su kambariu","Sandėliukas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-unikalus-pasiulymas-butas-senamiescio-4-803513/
Senamiestyje,Mindaugo ,56,850,182.16,FALSE,2,4,6,2016,0,FALSE,Mūrinis,"Elektra, centrinis kolektorinis",Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui, drabužinė","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-visiskai-naujas-butas-irengtas-kokybiskai-ir-4-760203/
Senamiestyje,Kaštonų ,43,650,181.44,FALSE,2,4,5,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Drabužinė,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-kastonu-g-2-kambariu-buto-nuoma-senamiestyje-4-740317/
Antakalnyje,T. Kosciuškos ,99.84,1500,180.24,FALSE,3,1,4,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, židinys, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-t-kosciuskos-g-laisvas-nuo-rugpjucio-15-d-miesto-4-721201/
Senamiestyje,T. Kosciuškos ,99.84,1500,180.24,FALSE,3,1,4,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, židinys, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-t-kosciuskos-g-laisvas-nuo-rugpjucio-15-d-miesto-4-721211/
Žvėryne,Studentų ,18,270,180,TRUE,1,3,5,1964,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-tvarkingas-sviesus-kambarys-yra-spinta-4-839907/
Žirmūnuose,Žirmūnų ,22,330,180,TRUE,1,9,9,1969,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomuoju-tvarkinga-ekonomiska-dizaineres-4-839513/
Naujamiestyje,M. Valančiaus ,20,300,180,FALSE,1,1,4,1959,0,FALSE,Mūrinis,Centrinis,Įrengtas,Internetas,,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-valanciaus-g-nuomojami-kambariai-studentams-isskirtineje-4-832131/
Senamiestyje,Teatro ,240,3599,180,FALSE,4,5,6,2001,0,FALSE,Mūrinis,"Dujinis, kita, centrinis kolektorinis",Įrengtas,,"Balkonas, vieta automobiliui","Su baldais, skalbimo mašina, virtuvės komplektas, židinys","Budintis sargas, videokameros, signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-teatro-g-isskirtiniai-240-kvm-apartamentai-4-831781/
Senamiestyje,Tilto ,60,900,180,TRUE,2,3,4,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-tilto-g-isnuomojamas-jaukus-ir-siltas-2-kambariu-4-830747/
Senamiestyje,Šaltinių ,127,1900,179.52,FALSE,4,5,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-isnuomojamas-puikus-4-kambariu-2-ju-4-827001/
Senamiestyje,Pylimo ,12,179,179.04,FALSE,1,4,4,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-nuomojamas-itin-geroje-vietoje-esantis-1-4-840269/
Senamiestyje,Gynėjų ,37,550,178.32,FALSE,2,3,9,2006,0,FALSE,Mūrinis,"Elektra, kita",Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gyneju-g-nuomojamas-dvieju-kambariu-butas-vilniaus-4-835319/
Šnipiškėse,Trimitų ,27,400,177.72,FALSE,1,3,5,2017,0,FALSE,Mūrinis,Dujinis,Įrengtas,Internetas,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-trimitu-g-nuomojamas-naujai-irengtas-butas-rami-vieta-4-814099/
Užupyje,Polocko ,54,800,177.72,FALSE,2,2,4,2017,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuomojamas-visiskai-naujas-dizainerio-4-832043/
Žirmūnuose,M. Katkaus ,27,400,177.72,FALSE,1,8,9,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-m-katkaus-g-nuomojamas-1-kambario-butas-naujame-name-4-823983/
Senamiestyje,Subačiaus ,40,590,177,TRUE,1,1,3,1940,2007,TRUE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-4-835873/
Senamiestyje,Subačiaus ,40,590,177,FALSE,2,1,3,2007,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, aukštos lubos, virtuvė sujungta su kambariu, kabelinė televizija, internetas",Vieta automobiliui,"Dušo kabina, plastikiniai vamzdžiai, virtuvės komplektas, šaldytuvas, su baldais, skalbimo mašina, viryklė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-puikiai-irengtas-sviesus-ir-4-838779/
Naujamiestyje,Savanorių p,95,1400,176.88,FALSE,3,21,27,2009,0,FALSE,Monolitinis,"Centrinis kolektorinis, centrinis",Įrengtas,"Internetas, nauja elektros instaliacija","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, virtuvės komplektas, viryklė, šaldytuvas, indaplovė, vonia, dušo kabina","Signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-3-iju-kambariu-butas-su-vaizdinga-4-834027/
Senamiestyje,Klaipėdos ,136,2000,176.52,FALSE,4,3,3,2012,0,FALSE,Mūrinis,"Kita, dujinis",Įrengtas,"Virtuvė sujungta su kambariu, aukštos lubos, uždaras kiemas","Balkonas, terasa, vieta automobiliui","Židinys, dušo kabina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-prestiziniai-keturiu-kambariu-apartamentai-4-836135/
Užupyje,Polocko ,41,600,175.56,FALSE,2,1,3,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, uždaras kiemas, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojame-naujai-irengta-jauku-buta-uzupyje-4-834747/
Senamiestyje,Šiaulių ,82,1200,175.56,FALSE,2,4,4,2009,0,FALSE,Mūrinis,"Kita, centrinis kolektorinis",Įrengtas,"Nauja kanalizacija, kabelinė televizija, nauja elektros instaliacija, internetas, virtuvė sujungta su kambariu","Vieta automobiliui, balkonas","Šaldytuvas, virtuvės komplektas, plastikiniai vamzdžiai, viryklė, vonia","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-isnuomojami-siuolaikiskai-irengti-4-804065/
Senamiestyje,Šiaulių ,82,1200,175.56,FALSE,2,4,4,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, butas per kelis aukštus, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, vieta automobiliui","Kondicionierius, skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-isnuomoju-apartamentus-vilniaus-senamiestyje-4-747757/
Šnipiškėse,Kalvarijų ,26,380,175.44,FALSE,1,2,5,1927,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnomuojamas-studio-butas-kalvariju-gatvej-4-831941/
Senamiestyje,Didžioji ,240,3500,174.96,FALSE,4,4,4,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, nauja kanalizacija, kabelinė televizija, nauja elektros instaliacija, aukštos lubos",Balkonas,"Skalbimo mašina, su baldais, virtuvės komplektas, viryklė, kondicionierius, šaldytuvas, vonia, dušo kabina","Signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-prestizinis-butas-su-didele-terasa-4-836183/
Senamiestyje,Stiklių ,103,1500,174.72,FALSE,4,3,3,1730,0,FALSE,Mūrinis,Centrinis,Įrengtas,Aukštos lubos,"Rūsys, drabužinė",,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-stikliu-g-nuomojamas-skoningai-irengtas-103-kvm-butas-4-840613/
Senamiestyje,Vokiečių ,38,550,173.64,FALSE,2,3,4,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-kompaktiskas-2-kambariu-38-m-4-840527/
Senamiestyje,Šiaulių ,83,1200,173.52,FALSE,2,4,4,2010,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, butas per kelis aukštus, tualetas ir vonia atskirai, virtuvė sujungta su kambariu, internetas, kabelinė televizija",,"Kondicionierius, skalbimo mašina, su baldais, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-siauliu-g-isskirtinis-prabangiai-irengti-2-kambariu-83-4-832061/
Senamiestyje,Savičiaus ,31,448,173.4,TRUE,1,2,2,2014,0,FALSE,Mūrinis,"Centrinis, geoterminis, dujinis",Įrengtas,"Atskiras įėjimas, aukštos lubos, butas per kelis aukštus, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Balkonas, yra palėpė, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-available-from-november-28th-2016-4-504337/
Senamiestyje,Didžioji ,45,650,173.28,TRUE,2,5,5,1955,0,FALSE,Mūrinis,Elektra,Įrengtas,"Butas palėpėje, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu","Sandėliukas, rūsys, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-pilnai-suremontuotas-ir-naujai-4-824335/
Senamiestyje,Didžioji ,45,650,173.28,FALSE,2,5,5,1955,0,FALSE,Mūrinis,Elektra,Įrengtas,"Kabelinė televizija, internetas, tualetas ir vonia atskirai, uždaras kiemas","Vieta automobiliui, drabužinė","Viryklė, šaldytuvas, indaplovė, skalbimo mašina, su baldais, virtuvės komplektas, dušo kabina","Signalizacija, kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-naujai-ir-itin-kokybiskai-irengtas-4-837479/
Senamiestyje,Didžioji ,45,650,173.28,FALSE,2,5,5,1955,0,FALSE,Mūrinis,"Elektra, centrinis kolektorinis",Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Rūsys, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g--jokiu-tarpininkavimo-mokesciu-4-829917/
Senamiestyje,Klaipėdos ,52,750,173.04,FALSE,2,2,3,2013,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, židinys, indaplovė, dušo kabina","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-nuomojamas-isskirtinis-2-kambariu-butas-4-823197/
Senamiestyje,Didžioji ,90.22,1300,172.92,FALSE,3,3,4,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-isnuomojamas-sviesus-ir-prabangiai-irengtas-3-4-837913/
Senamiestyje,Bokšto ,48,690,172.56,TRUE,2,1,2,1850,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-nuomojamas-ilgalaikei-nuomai-48-m2-butas-4-835931/
Senamiestyje,Tauro ,16,230,172.56,TRUE,1,3,5,1950,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-tauro-g-nuomojamas-naujai-suremontuotas-svarus-ir-4-803881/
Senamiestyje,Dominikonų ,59.15,850,172.44,FALSE,2,4,4,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-dominikonu-g-plotas5915kvm-kaina-850eur-4-828311/
Naujamiestyje,Eglių ,30,430,171.96,FALSE,1,1,5,2018,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-egliu-g-isnuomojamas-naujas-1-k-30-kvm-butas-4-841053/
Baltupiuose,Kalvarijų ,35,500,171.48,FALSE,1,1,4,2018,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Uždaras kiemas, kabelinė televizija, internetas, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu","Vieta automobiliui, balkonas, drabužinė","Šildomos grindys, su baldais, plastikiniai vamzdžiai, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-1-k-butas-naujai-moderniai-irengtas-4-835977/
Senamiestyje,Šv. Stepono ,28,400,171.48,TRUE,1,1,2,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, rūsys, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, plastikiniai vamzdžiai","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-isnuomojamas-jaukus-butukas-su-baldais-ir-4-245411/
Senamiestyje,Didžioji ,70,1000,171.48,FALSE,3,3,4,1940,2003,TRUE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-3k-butas-vilniaus-senamiestyje-4-840143/
Naujamiestyje,Švitrigailos ,70,1000,171.48,FALSE,3,4,6,2018,0,FALSE,Mūrinis,"Centrinis kolektorinis, kita",Įrengtas,"Kabelinė televizija, internetas","Vieta automobiliui, balkonas","Skalbimo mašina, viryklė, su baldais, indaplovė, šaldytuvas, virtuvės komplektas, dušo kabina, vonia","Kodinė laiptinės spyna, šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojamas-erdvus-ir-itin-kokybiskai-irengtas-4-838775/
Senamiestyje,Šv. Stepono ,28,400,171.48,FALSE,1,1,2,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-nuomojamas-1-kamb-butas-vilniuje-4-835219/
Užupyje,Užupio ,63,899,171.24,FALSE,2,1,3,2018,0,FALSE,Mūrinis,Geoterminis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Sandėliukas, terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g--jokiu-tarpininkavimo-mokesciu-4-837971/
Senamiestyje,Gedimino p,70.66,1000,169.8,FALSE,3,3,4,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-nuomojamas-butas-isskirtineje-vilniaus-4-840191/
